timestamp, utilization.gpu [%], utilization.memory [%], power.draw [W], temperature.gpu
2025/05/31 21:34:34.459, 0 %, 0 %, [N/A], 0
2025/05/31 21:34:39.463, 0 %, 0 %, [N/A], 0
2025/05/31 21:34:44.467, 0 %, 0 %, [N/A], 0
2025/05/31 21:34:49.471, 0 %, 0 %, [N/A], 0
2025/05/31 21:34:54.476, 0 %, 0 %, [N/A], 0
2025/05/31 21:34:59.480, 0 %, 0 %, [N/A], 0
2025/05/31 21:35:04.485, 0 %, 0 %, [N/A], 0
2025/05/31 21:35:09.488, 0 %, 0 %, [N/A], 0
2025/05/31 21:35:14.491, 0 %, 0 %, [N/A], 0
2025/05/31 21:35:19.495, 0 %, 0 %, [N/A], 0
2025/05/31 21:35:24.499, 0 %, 0 %, [N/A], 0
2025/05/31 21:35:29.503, 0 %, 0 %, [N/A], 0
2025/05/31 21:35:34.506, 0 %, 0 %, [N/A], 0
2025/05/31 21:35:39.510, 0 %, 0 %, [N/A], 0
2025/05/31 21:35:44.514, 0 %, 0 %, [N/A], 0
2025/05/31 21:35:49.517, 0 %, 0 %, [N/A], 0
2025/05/31 21:35:54.521, 0 %, 0 %, [N/A], 0
2025/05/31 21:35:59.524, 0 %, 0 %, [N/A], 0
2025/05/31 21:36:04.527, 0 %, 0 %, [N/A], 0
2025/05/31 21:36:09.531, 0 %, 0 %, [N/A], 0
2025/05/31 21:36:14.533, 0 %, 0 %, [N/A], 0
2025/05/31 21:36:19.539, 0 %, 0 %, [N/A], 0
2025/05/31 21:36:24.543, 0 %, 0 %, [N/A], 0
2025/05/31 21:36:29.547, 0 %, 0 %, [N/A], 0
2025/05/31 21:36:34.550, 0 %, 0 %, [N/A], 0
2025/05/31 21:36:39.554, 0 %, 0 %, [N/A], 0
2025/05/31 21:36:44.558, 0 %, 0 %, [N/A], 0
2025/05/31 21:36:49.561, 0 %, 0 %, [N/A], 0
2025/05/31 21:36:54.565, 0 %, 0 %, [N/A], 0
2025/05/31 21:36:59.571, 0 %, 0 %, [N/A], 0
2025/05/31 21:37:04.574, 0 %, 0 %, [N/A], 0
2025/05/31 21:37:09.579, 0 %, 0 %, [N/A], 0
2025/05/31 21:37:14.642, 0 %, 0 %, [N/A], 0
2025/05/31 21:37:19.650, 0 %, 0 %, [N/A], 0
2025/05/31 21:37:24.655, 0 %, 0 %, [N/A], 0
2025/05/31 21:37:29.658, 0 %, 0 %, [N/A], 0
2025/05/31 21:37:34.661, 0 %, 0 %, [N/A], 0
2025/05/31 21:37:39.665, 0 %, 0 %, [N/A], 0
2025/05/31 21:37:44.669, 0 %, 0 %, [N/A], 0
2025/05/31 21:37:49.675, 0 %, 0 %, [N/A], 0
2025/05/31 21:37:54.679, 0 %, 0 %, [N/A], 0
2025/05/31 21:37:59.684, 0 %, 0 %, [N/A], 0
2025/05/31 21:38:04.688, 0 %, 0 %, [N/A], 0
2025/05/31 21:38:09.692, 0 %, 0 %, [N/A], 0
2025/05/31 21:38:14.694, 0 %, 0 %, [N/A], 0
2025/05/31 21:38:19.698, 0 %, 0 %, [N/A], 0
2025/05/31 21:38:24.701, 0 %, 0 %, [N/A], 0
2025/05/31 21:38:29.705, 0 %, 0 %, [N/A], 0
2025/05/31 21:38:34.708, 0 %, 0 %, [N/A], 0
2025/05/31 21:38:39.712, 0 %, 0 %, [N/A], 0
2025/05/31 21:38:44.716, 0 %, 0 %, [N/A], 0
2025/05/31 21:38:49.721, 0 %, 0 %, [N/A], 0
2025/05/31 21:38:54.725, 0 %, 0 %, [N/A], 0
2025/05/31 21:38:59.727, 0 %, 0 %, [N/A], 0
2025/05/31 21:39:04.730, 0 %, 0 %, [N/A], 0
2025/05/31 21:39:09.734, 0 %, 0 %, [N/A], 0
2025/05/31 21:39:14.737, 0 %, 0 %, [N/A], 0
2025/05/31 21:39:19.742, 0 %, 0 %, [N/A], 0
2025/05/31 21:39:24.745, 0 %, 0 %, [N/A], 0
2025/05/31 21:39:29.750, 0 %, 0 %, [N/A], 0
2025/05/31 21:39:34.754, 0 %, 0 %, [N/A], 0
2025/05/31 21:39:39.757, 0 %, 0 %, [N/A], 0
2025/05/31 21:39:44.761, 0 %, 0 %, [N/A], 0
2025/05/31 21:39:49.765, 0 %, 0 %, [N/A], 0
2025/05/31 21:39:54.771, 0 %, 0 %, [N/A], 0
2025/05/31 21:39:59.774, 0 %, 0 %, [N/A], 0
2025/05/31 21:40:04.778, 0 %, 0 %, [N/A], 0
2025/05/31 21:40:09.782, 0 %, 0 %, [N/A], 0
